,ID_Cliente,CPF_CNPJ,Nome,Email,Telefone,Data_Cadastro,Status,CEP
1292,2490046617624530140,784.489.545-30,Ana Luiza da Cunha,wviana@example.com,98979037990,2023-01-10,pendente,06563-576
1293,1510150457011103502,30.312.820/0001-46,Sra. Maria Isis Sampaio,kpeixoto@example.net,71993549373,2022-01-01,inativo,47927-768
1294,7629204384341788241,936.515.461-87,Dom Nunes,henry-gabriel37@example.net,81964848463,2022-11-15,ativo,38312-223
1295,3439985228234007912,036.009.030-70,Sra. Ana Julia Machado,procha@example.net,11912510920,2022-03-02,inativo,52180-078
1296,1826742278798028949,35.885.629/0001-75,Luana Guerra,evelynduarte@example.org,45995780789,2021-01-31,pendente,29031-823
1297,8888955033156719344,36.053.036/0001-85,Ana Luiza da Mota,ecostela@example.org,33935380357,2022-10-29,inativo,37682-905
1298,5202701885330170804,04.677.121/0001-94,Raquel Sousa,piresmaria-sophia@example.org,71936101949,2024-01-14,ativo,00960-546
1299,2874751856146658914,073.518.557-42,Anthony Porto,carlos-eduardomoraes@example.net,27961032735,2020-03-09,ativo,25952-312
1300,8406572641431509108,22.080.711/0001-23,Emanuella Moraes,lorenagoncalves@example.org,38953508475,2023-01-14,ativo,31664-146
1301,7792037076143815693,577.974.230-34,Bárbara Azevedo,davi-miguelpacheco@example.net,21940438689,2020-06-22,ativo,88727-010
1302,8088061780375567734,786.034.424-49,Natália da Mata,lfernandes@example.org,51989045442,2023-02-13,inativo,60047-577
1303,1437286893342682380,796.458.007-84,Rafael Cavalcante,aragaoravy@example.org,89948024927,2021-12-22,ativo,56211-819
1304,1954376848103953082,760.446.877-24,Letícia Sampaio,pereiradavi-miguel@example.net,51940768928,2022-09-03,inativo,64245-134
1305,7761087234960390768,46.148.163/0001-25,Ayla da Conceição,duarteluiza@example.net,98985928404,2023-08-09,pendente,41529-578
1306,4511653202988884606,74.343.655/0001-33,Lorenzo Garcia,bda-rosa@example.net,91987738380,2020-04-06,pendente,86128-237
1307,9869900084924826565,71.125.052/0001-56,Luiz Miguel Dias,mirella07@example.com,65954526609,2020-02-07,pendente,27828-510
1308,7012976434694372465,41.103.783/0001-13,Srta. Lívia Pereira,fferreira@example.com,83975925869,2025-04-13,pendente,19342-077
1309,7655713653385663693,21.682.527/0001-81,Clara Araújo,hrezende@example.net,84977124228,2022-08-22,inativo,97042-392
1310,3404928434989024735,007.617.899-65,Cauê Rocha,pietroviana@example.com,51914618688,2020-11-28,inativo,21062-142
1311,4976688676668542134,439.263.710-54,Rael da Mata,vitoraragao@example.net,15925509536,2021-11-06,pendente,84279-542
1312,4999216474737591405,63.880.857/0001-66,André Farias,maria-ceciliasilveira@example.com,87903259965,2023-12-29,pendente,32062-930
1313,4227753202279003454,20.576.786/0001-08,Breno da Mota,peixotoasafe@example.org,91977049969,2020-03-19,pendente,85999-878
1314,3889101012053610298,34.146.799/0001-43,Ian Albuquerque,carolina44@example.net,15985912537,2023-04-11,pendente,92532-564
1315,6994457973409388174,121.153.674-92,Guilherme Leão,alicevasconcelos@example.org,28922185604,2024-09-23,pendente,90313-459
1316,8100846902938751045,07.771.260/0001-78,Sr. Pedro Henrique da Cunha,ravyrodrigues@example.org,93978167082,2022-02-21,inativo,90250-718
1317,2670882570276429667,170.210.219-29,Lucas Gabriel Cunha,hpacheco@example.com,21938139751,2025-12-28,ativo,74055-517
1318,6160802819333882392,71.249.507/0001-02,Raul da Luz,machadojoao-felipe@example.org,22994930244,2021-11-11,ativo,25611-036
1319,7644846008211703129,791.639.782-14,Pietro Pastor,juliarocha@example.com,75998691284,2025-01-03,inativo,65679-870
1320,2530319156140659202,22.087.257/0001-89,Davi Luiz Brito,isabela04@example.net,12984928676,2024-02-16,pendente,26810-287
1321,2697883505772130956,033.750.007-58,Marcela Azevedo,ravi-luccamarques@example.net,91913677957,2024-02-03,pendente,16510-200
1322,9764346840981961370,94.660.070/0001-09,Emanuel Aparecida,gael-henrique67@example.org,31923000324,2022-03-15,pendente,63029-403
1323,5659846041124010921,92.352.619/0001-41,Sra. Clara Campos,carvalhosarah@example.com,82912813192,2023-08-27,pendente,81566-150
1324,3970491424958788970,202.155.705-38,Sr. João Gabriel da Mata,da-pazlevi@example.net,74930398122,2024-03-22,inativo,05958-501
1325,4689842407874054208,552.971.605-81,Francisco da Rocha,hfarias@example.net,48995415579,2021-08-14,ativo,02573-895
1326,1793718936767305582,023.485.950-30,Sr. Augusto da Rosa,igor87@example.net,91985412662,2022-03-10,pendente,05308-444
1327,3201187082905735510,70.362.457/0001-46,Rafaela Montenegro,isadorada-mata@example.com,62908080556,2024-01-18,inativo,64893-069
1328,5334378841331946236,87.232.445/0001-79,Natália Porto,cirinojosue@example.org,62989087465,2023-11-02,pendente,88346-771
1329,4323560070369951081,793.338.085-94,Yago Borges,yuri53@example.net,12973483231,2023-02-17,inativo,88186-198
1330,8101338223919037352,62.182.440/0001-17,Alexandre Oliveira,camargoigor@example.org,38918049822,2024-09-02,pendente,41989-982
1331,1827058940815461888,68.965.955/0001-10,Isabel Barbosa,maria-florda-mota@example.com,28990546866,2021-08-24,ativo,15565-078
1332,8725034988176345806,075.979.674-69,Nicolas Garcia,gustavo-henriquerocha@example.org,15990836530,2022-07-03,pendente,53105-081
1333,6573361758487618951,342.160.844-17,Sr. Eduardo das Neves,bruno77@example.org,79935033535,2023-04-24,pendente,12220-914
1334,2581583185084236277,143.215.138-83,Julia Pereira,kaiquepires@example.org,13976569410,2020-01-02,ativo,60483-044
1335,7381552776074344434,58.201.167/0001-14,Henrique Fernandes,ryan66@example.org,64908068659,2023-07-05,pendente,75203-431
1336,4230574159246071126,331.129.787-33,Clara Monteiro,marquesbella@example.org,47955106231,2024-03-03,inativo,86324-027
1337,4246084383948852197,63.629.735/0001-72,Ravy Siqueira,juliana89@example.com,65991755383,2025-07-01,pendente,26410-430
1338,8788635205980980592,217.129.760-02,Davi Lucas Pereira,calebe49@example.net,43956837997,2021-03-28,inativo,31359-152
1339,7123637327472871671,314.406.883-03,Ágatha da Rosa,sofia60@example.com,14928026719,2021-12-08,inativo,78561-495
1340,2703498121848357321,77.861.494/0001-82,Ana Julia Moura,britomaria-alice@example.org,34962262261,2021-03-21,inativo,67491-355
1341,5469742840078246146,611.464.062-70,Srta. Maria Fernanda Ramos,alicia50@example.com,34971139585,2022-05-06,ativo,82968-719
1342,6850273507479177618,360.106.138-82,Luna Peixoto,araujosophie@example.org,84952089865,2023-02-02,pendente,50597-305
1343,2597696664151222057,336.176.003-13,Maria Luísa Sá,maria-isis22@example.org,16991094407,2023-07-02,ativo,93714-648
1344,6478622411023372740,217.522.094-58,Gustavo da Conceição,arthur03@example.org,88928583910,2024-02-23,ativo,92961-167
1345,5602801772341556175,982.243.626-64,Sra. Lívia da Luz,ravi-lucca24@example.com,87948404091,2022-03-13,inativo,42344-287
1346,8719739557555096179,392.408.138-44,Jade Carvalho,vitor-gabrielda-cunha@example.com,98956627805,2023-08-30,ativo,24499-240
1347,6237788520872241296,913.984.520-07,Maria Silva,camargostella@example.org,65929111533,2025-06-24,inativo,15420-966
1348,5480223800279616302,040.216.885-26,Sr. Miguel Santos,montenegrothomas@example.net,92904069932,2020-03-10,inativo,74382-831
1349,6693881314257003780,100.631.738-30,Diogo Silva,da-costamaria-laura@example.com,48989008338,2020-07-06,pendente,67692-514
1350,6334232982615463003,93.508.760/0001-92,Isabelly Rios,lais58@example.org,22973025048,2025-09-01,pendente,47667-180
1351,9843324166902129952,97.466.195/0001-86,Ester Melo,wsilva@example.org,21940054605,2022-04-27,ativo,77057-320
1352,2709028369247160237,567.090.399-49,Luiz Felipe Albuquerque,maya43@example.com,95938242072,2024-04-09,pendente,67374-059
1353,9671957446680745287,17.972.975/0001-30,Bryan Santos,ccampos@example.org,46932762591,2024-10-24,pendente,47987-601
1354,6255124033290560005,704.555.927-25,Enzo Moura,mirella45@example.org,37909045092,2024-10-14,inativo,89599-443
1355,6259871375056245479,23.504.204/0001-24,Dr. Francisco Borges,isabella67@example.org,45933732899,2023-08-26,ativo,21382-961
1356,3711045708675766147,38.261.228/0001-86,Alexandre Cirino,julianada-cruz@example.com,99904497567,2020-04-06,inativo,99008-590
1357,5898850436757877440,763.302.534-35,Felipe Borges,laraujo@example.org,32995719778,2024-02-22,inativo,76435-905
1358,1573995991926290616,829.161.647-79,Rafaela Freitas,kazevedo@example.com,89984077406,2024-01-09,pendente,43299-910
1359,5663821283861064585,25.655.488/0001-65,Dante Borges,fariasisis@example.com,53905495555,2021-11-21,ativo,11443-689
1360,8556545077055270764,50.581.162/0001-92,Thomas Costela,ana-juliafonseca@example.org,55989567379,2023-02-25,inativo,30859-423
1361,2049252051686034967,07.290.422/0001-42,Melina Nascimento,lorenzocirino@example.com,33935640508,2022-02-05,pendente,62420-660
1362,2079823732793963672,463.156.859-55,Sr. Luiz Henrique Viana,miguelduarte@example.com,77922651229,2023-08-10,ativo,87131-082
1363,8167724232361281435,92.851.148/0001-83,Rafael Souza,sabrina88@example.net,33946286874,2022-10-03,inativo,19711-487
1364,6854287980293635174,161.910.207-16,Dr. Luan Martins,baragao@example.com,18940319834,2024-11-05,inativo,20501-961
1365,8010100487627854916,56.631.417/0001-47,Antônio Fernandes,agatha17@example.com,75917142479,2021-09-16,inativo,67625-611
1366,7602745187467347770,68.006.958/0001-58,Vicente da Rocha,moraesmaria-fernanda@example.org,89917808084,2022-04-13,ativo,72319-166
1367,6253933757531372098,70.952.579/0001-07,Diego Castro,mendoncaryan@example.com,35910182886,2024-09-30,pendente,43723-302
1368,5770383286649862709,76.833.531/0001-72,Luiz Henrique Câmara,borgesarthur-gabriel@example.com,45908248869,2021-01-30,inativo,72898-654
1369,5754677200181460894,96.864.068/0001-69,João Vitor Pacheco,diasmaria-eduarda@example.net,54993730221,2025-08-25,pendente,58398-857
1370,8241986952700571241,828.527.952-79,Stella Pinto,riosmaria-fernanda@example.org,87984833003,2021-07-25,inativo,97687-658
1371,7561933228059637069,635.841.434-46,Otávio Gonçalves,ccastro@example.com,63933534379,2024-09-30,ativo,63361-457
1372,7367362345386381109,055.747.048-48,Maria Laura Azevedo,vitor-gabriel67@example.org,55905609297,2022-05-31,pendente,03189-398
1373,5810697562251859419,389.214.042-52,Emanuelly da Luz,mborges@example.net,15918211720,2021-10-02,ativo,72387-890
1374,2885643641612410447,713.986.715-83,Henry Gabriel Nunes,heitornovaes@example.net,47955874630,2023-07-15,inativo,57419-079
1375,2462475177761730537,214.725.471-53,Alana Fernandes,borgesmaria-luisa@example.com,81938366994,2021-12-16,pendente,59231-849
1376,5432423362416298233,21.728.280/0001-33,Antony Martins,elisa75@example.com,96921622770,2024-07-18,pendente,22672-792
1377,5146076239396173413,39.820.767/0001-26,Sr. Ravy Peixoto,tvargas@example.net,46957710918,2023-04-10,ativo,32693-152
1378,3092695295149689159,61.748.450/0001-00,Kevin Garcia,mmendes@example.com,89995367076,2023-11-16,pendente,62011-992
1379,4324415086074135815,786.627.060-22,Heitor Borges,maysa85@example.org,96916628886,2024-05-13,inativo,33060-583
1380,5362183327129065198,36.077.216/0001-94,Thiago da Rosa,igor80@example.org,73967031558,2025-07-26,pendente,75764-952
1381,9501216070855571725,171.388.953-87,Erick Melo,moraescarolina@example.org,91944768458,2020-11-06,inativo,00803-617
1382,7885737125047664475,417.828.562-43,Dra. Maria Alice Siqueira,ebarros@example.org,96975080197,2024-05-25,inativo,78321-462
1383,8956913381218675886,006.663.492-35,Rodrigo Caldeira,thomas93@example.net,34976669475,2020-05-06,ativo,55223-567
1384,5421701032698743638,436.087.330-56,Srta. Zoe Pacheco,luisabarbosa@example.org,88902508784,2025-08-29,ativo,17666-092
1385,2785727320618448798,67.537.616/0001-14,Dra. Lorena Moura,luanmoura@example.com,42943872985,2020-08-03,ativo,69759-955
1386,4813454038324822821,014.866.540-90,Davi Luiz Aparecida,luaramachado@example.org,91936851213,2025-05-19,inativo,42663-729
1387,3445084817649338242,536.818.533-68,Anthony Gabriel Guerra,eduardorios@example.org,21933612577,2023-05-30,inativo,81721-848
1388,5485919045757192814,23.815.596/0001-31,Dr. Davi Lucca Nunes,rpacheco@example.com,31966680262,2021-10-29,pendente,28644-213
1389,9672396661493828512,38.131.190/0001-68,Yan Rios,ianabreu@example.org,63976706068,2023-12-10,inativo,03620-977
1390,6416904510685935033,07.921.030/0001-88,Antônio da Costa,ana-ceciliamoura@example.org,24941310773,2023-01-04,inativo,66469-478
1391,5663695152529977047,059.118.760-60,Clara Pinto,rcostela@example.com,53953090239,2024-11-09,pendente,44276-071
1392,1263471271097534205,444.843.070-13,Marcelo da Rocha,mrezende@example.org,19977694489,2025-01-01,ativo,41546-734
1393,8612795358568272630,544.986.348-27,João Gabriel Sampaio,kamillycamara@example.com,35951566846,2020-09-07,ativo,37009-968
1394,6885825399784498087,916.928.200-96,Sra. Olivia Sales,maria-helena15@example.org,41995515472,2021-08-26,inativo,44787-936
1395,5856417417647339129,84.702.900/0001-95,Lucas Gabriel da Rocha,alexandrecaldeira@example.com,98941621542,2025-03-19,pendente,50239-238
1396,1593325225652435909,149.870.690-42,Vinicius Rezende,pietra68@example.com,24990817440,2024-05-18,inativo,34547-024
1397,9315892550141073580,26.864.701/0001-89,Vinícius Montenegro,isismoreira@example.org,83905003677,2024-09-13,ativo,67669-019
1398,2079046731061483191,54.305.764/0001-76,Emanuella Novais,nda-luz@example.net,45910749112,2020-11-28,inativo,85737-785
1399,6786735385545934917,070.562.381-19,Matheus Cavalcanti,tvasconcelos@example.net,93945119447,2025-05-11,inativo,42214-027
1400,2335405500498827447,77.933.401/0001-56,Ravy da Rocha,csilva@example.com,13920053585,2020-05-09,pendente,88158-281
1401,1785598971840714652,95.962.596/0001-74,Larissa Carvalho,leaocaroline@example.com,32915573879,2020-08-05,inativo,82679-142
1402,7968187751489560395,09.817.610/0001-82,Augusto Souza,cirinoolivia@example.net,22987764751,2022-07-27,ativo,22280-985
1403,7048994026291211366,68.227.541/0001-59,Melina Vasconcelos,jda-conceicao@example.com,43946712113,2024-04-01,ativo,37944-748
1404,1593377619214984599,26.301.573/0001-98,Davi Lucca Azevedo,emanuella77@example.com,65993489832,2021-02-13,ativo,50844-838
1405,7354516682216375336,372.947.888-48,Dr. João Gabriel Abreu,lmontenegro@example.net,71929985512,2022-11-07,pendente,50726-998
1406,4604760368816996857,65.325.954/0001-89,Maria Júlia Fogaça,benjamim66@example.com,31955756343,2021-02-04,pendente,93947-542
1407,7257227719814264911,720.118.610-25,Dr. Ravi Monteiro,isadorasales@example.org,37963202240,2023-02-03,ativo,60984-171
1408,5592526897026342056,522.656.658-80,Daniela Viana,rafael73@example.com,44932117052,2023-04-01,ativo,03494-651
1409,8334368412705962653,94.884.118/0001-08,Sr. Yago Pacheco,maria72@example.net,12929569800,2024-10-01,pendente,17414-862
1410,9310254011812050448,22.105.139/0001-53,Maria Cecília Pires,nsousa@example.org,11939422994,2020-12-11,ativo,19135-069
1411,4677163251992516804,521.602.124-09,Giovanna Machado,hadassacirino@example.org,91940221656,2020-12-27,inativo,39683-361
1412,5076798566862805312,794.978.483-79,Ágatha Rios,calebeda-paz@example.net,87974098609,2023-10-13,ativo,57402-169
1413,1010429285804179249,089.045.652-74,Bella Dias,lpimenta@example.net,73900902235,2020-07-08,inativo,04568-488
1414,1789233088844907004,22.710.107/0001-55,Henry Gabriel Caldeira,pastorisabela@example.com,87929921507,2024-08-24,inativo,35870-948
1415,6121351524525712929,682.929.614-49,Ana Júlia Almeida,lavinia67@example.com,67996611989,2022-04-02,ativo,67186-745
1416,2949738881734456714,486.293.433-87,Paulo Siqueira,costelajuliana@example.org,99932482387,2022-03-27,pendente,37246-956
1417,2380526830361560384,022.289.862-77,Nina Fogaça,yasmin91@example.com,21955866165,2020-03-18,inativo,14833-011
1418,2916389353156596327,88.857.827/0001-41,Otávio Pimenta,gomespedro-lucas@example.org,65969133011,2020-10-01,inativo,09311-569
1419,4086316141806948868,906.425.061-10,Maitê Aparecida,tmacedo@example.net,97927617949,2020-07-09,ativo,08831-444
1420,8411217277434925017,49.834.592/0001-25,Sr. Isaque Porto,emanuelcosta@example.net,66921750038,2021-03-26,inativo,83144-738
1421,1127712567170850131,57.242.924/0001-24,Heitor das Neves,da-rochasara@example.net,75924933189,2025-10-02,ativo,64761-882
1422,1590651854094309859,39.285.268/0001-02,Mirella Cavalcante,diasbryan@example.org,18902970472,2022-05-16,inativo,64069-743
1423,9310788332702988811,52.379.747/0001-08,Ana Vitória Mendonça,alexia09@example.net,13928756103,2024-01-14,inativo,39374-824
1424,4019251872942020212,241.629.550-81,Bianca Oliveira,uda-paz@example.net,44957089446,2025-12-24,ativo,54446-915
1425,8202357562288180483,41.525.272/0001-69,Esther Lopes,vitoria43@example.org,69962320021,2025-12-14,ativo,92970-548
1426,3810541464101833631,23.716.673/0001-97,Alice Costela,gferreira@example.net,67936144111,2025-02-28,ativo,41608-990
1427,2467719774338902049,89.942.424/0001-92,Theodoro da Mata,esales@example.org,75907511594,2021-10-08,pendente,00515-122
1428,6443429914684681189,87.526.197/0001-72,Arthur da Luz,marianevieira@example.org,85960266719,2023-06-26,ativo,69985-658
1429,6043103274706883811,49.144.798/0001-09,Raul Duarte,qda-cruz@example.com,74989258942,2020-09-10,pendente,60934-744
1430,3042655058385945681,620.349.460-27,Natália Alves,maria-sophiaaragao@example.org,18942428433,2023-09-25,inativo,52680-421
1431,6437235575450814514,900.428.399-49,Davi Miguel Sampaio,tcavalcanti@example.net,81972819689,2024-01-04,pendente,99457-448
1432,6413600284894162816,31.311.320/0001-37,Maria Sophia Ribeiro,cmendonca@example.org,85962188958,2022-11-14,inativo,62326-687
1433,3275438105824245250,07.678.622/0001-57,Thales da Luz,esantos@example.com,24924331910,2025-06-29,pendente,31998-501
1434,3374594172545773143,52.595.477/0001-65,Thales Fogaça,valentinabarbosa@example.org,35996069602,2024-01-30,pendente,99635-779
1435,8691523208639960430,706.970.749-22,Ayla da Conceição,mariah50@example.net,74919307808,2023-07-01,ativo,78689-906
1436,2176178102587911297,016.190.047-90,Sr. Arthur Gabriel da Cunha,costelahenry-gabriel@example.org,34935499019,2025-01-02,inativo,37019-742
1437,2225994962585748660,91.029.406/0001-21,Bella Araújo,dgoncalves@example.net,77987470892,2021-07-20,pendente,38378-844
1438,6682983782309305825,200.228.067-58,Aurora Oliveira,azevedovitoria@example.com,87918833765,2023-06-11,inativo,06244-833
1439,5335743727852594125,03.798.226/0001-35,Ester Rocha,msouza@example.org,74945467731,2022-02-28,pendente,95841-147
1440,6631398590123648175,68.522.930/0001-03,Davi Lucas Gonçalves,xmonteiro@example.net,41915907732,2021-06-12,ativo,38845-803
1441,9975869926731837403,350.182.331-58,Rafaela da Mata,costelaana-liz@example.net,21915248860,2023-10-09,pendente,33253-248
1442,2363268781261771585,293.300.984-03,Vinicius Cirino,fogacaisis@example.com,53938369261,2025-11-29,inativo,81343-311
1443,5509055870345687452,45.647.138/0001-35,Maria Julia Rocha,lorenzo61@example.net,16964717716,2020-08-29,pendente,48926-069
1444,5488844430172329291,60.299.000/0001-17,Melissa da Rosa,salesmatheus@example.com,22978195576,2024-01-22,ativo,09060-154
1445,5116429272830061814,81.974.185/0001-72,Sra. Carolina Souza,isadora52@example.net,45992628114,2021-04-09,pendente,04508-808
1446,5941048955307657888,08.718.246/0001-04,Sra. Alana Guerra,gustavovasconcelos@example.org,83988841861,2021-01-05,inativo,83316-618
1447,5928862063116944443,499.150.156-25,Stella Pinto,luiz-miguel72@example.net,16982092810,2022-11-16,ativo,22341-328
1448,3909030806168639194,256.532.227-88,Thiago Machado,agathamendonca@example.com,85956772284,2020-01-06,pendente,71725-827
1449,9401276634626849600,325.069.502-86,Dr. Benicio Gomes,vieiraesther@example.net,49910309624,2023-03-20,ativo,90803-499
1450,7770953687712478528,964.425.621-67,Srta. Luna Pimenta,vicente32@example.com,34946976882,2022-09-12,pendente,54855-028
1451,4485170058795437133,076.239.886-31,Kaique Freitas,duartejuliana@example.net,98990363030,2025-01-02,ativo,05768-304
1452,6334869840555475739,561.293.801-74,Joana Martins,bnascimento@example.net,49996432956,2023-02-26,ativo,66688-271
1453,2362963894993038348,756.319.398-72,Pietra Campos,levi13@example.net,94949398128,2025-10-22,ativo,03632-233
1454,7476966797743553803,249.216.476-45,Sr. Enzo Gabriel Camargo,hpeixoto@example.org,42903191230,2020-08-23,inativo,61086-132
1455,1933258130536637351,833.146.063-69,Valentina Rodrigues,bda-cunha@example.net,89940869970,2021-12-13,ativo,57688-196
1456,1399271111726991500,15.812.699/0001-31,Isaac Duarte,mnunes@example.net,22922111301,2023-08-24,inativo,90201-080
1457,5556724425214529601,207.322.117-13,Bruna Ramos,araujomatheus@example.com,49997998893,2022-06-17,inativo,75682-948
1458,4369651551081061305,623.175.811-91,Juliana Aragão,fmelo@example.net,16956251821,2021-07-09,pendente,78262-018
1459,7491056102797012911,61.212.113/0001-19,Mirella Montenegro,bmarques@example.net,94980213061,2023-05-28,ativo,23866-927
1460,5230142912253730931,01.772.036/0001-71,Davi Miguel da Paz,freitasyago@example.org,87937822478,2021-05-24,ativo,99339-122
1461,8923361212714126752,021.044.992-63,Clara Lopes,ana-laura89@example.net,42940211223,2025-10-18,ativo,15546-068
1462,5187111194183562604,33.771.531/0001-43,Dra. Luara Duarte,mariane40@example.org,74955926859,2022-08-30,ativo,00354-174
1463,6209581579437242933,24.046.340/0001-47,Vicente Leão,lucas-gabriel14@example.org,27990722704,2022-08-25,pendente,42573-616
1464,8319281912290694315,45.810.029/0001-15,Ana Laura Freitas,arthur-gabrielalves@example.org,43955736146,2023-05-17,pendente,66053-205
1465,8189707210456224119,289.885.880-61,Enrico Albuquerque,maysa93@example.com,68946149035,2025-03-10,ativo,29929-071
1466,7959233019885988564,54.544.538/0001-06,Davi Luiz Almeida,kevin50@example.org,75951798061,2020-05-28,pendente,26502-972
1467,7839972410052039229,130.227.917-63,Ana Vitória Pires,ceciliagarcia@example.com,88992114975,2022-02-20,pendente,20485-017
1468,2365790970445137929,48.177.272/0001-83,Cauê Duarte,gcosta@example.net,46901705465,2022-12-24,inativo,85906-815
1469,4729504657208448870,25.745.137/0001-02,Luiz Felipe Rodrigues,juliana43@example.com,94982747930,2021-01-06,inativo,64378-381
1470,7106199012921059635,30.214.907/0001-04,Antony Farias,maria-eduardamontenegro@example.net,15968641222,2021-12-13,ativo,14597-644
1471,7514067211085221452,256.332.676-93,Isabel Teixeira,costelahelena@example.net,81968632551,2022-01-05,pendente,40147-455
1472,4178359470649824743,666.992.318-46,Nathan da Mota,lais69@example.net,14913275332,2025-05-17,ativo,15056-165
1473,3260785822461857008,916.598.081-02,Sr. Francisco Almeida,castrodaniel@example.net,18964121654,2025-06-02,pendente,85618-814
1474,4022747705557604570,44.712.862/0001-18,Sr. Breno Teixeira,clarice53@example.net,27936027626,2024-06-19,inativo,62121-170
1475,4316890098778970383,86.326.656/0001-12,Maria Sophia Caldeira,bentovasconcelos@example.com,66952991204,2025-12-01,inativo,66515-880
1476,2700514760515313632,905.922.501-06,Felipe Rezende,benicio11@example.com,94908657685,2024-09-07,inativo,69014-641
1477,9935806217210256644,215.673.526-77,Dr. Davi Miguel Pimenta,wcostela@example.com,88957324512,2023-02-20,ativo,07894-976
1478,5300610459016151494,17.851.774/0001-20,Maria Liz Ribeiro,leaotheo@example.com,88913283793,2025-03-07,pendente,81624-566
1479,8997745305476443567,570.521.406-00,Srta. Ana Liz Aragão,gomesjuliana@example.net,17995834511,2025-03-21,pendente,02080-370
1480,4011075204104403197,93.264.781/0001-44,Antônio Lopes,benjamimcostela@example.com,85905796510,2023-11-24,ativo,40052-080
1481,2320572993983886941,440.716.729-77,Liz Azevedo,teixeirakamilly@example.org,91924220972,2023-12-05,inativo,98861-260
1482,4741436545507271998,16.331.173/0001-53,Sr. Arthur Miguel Sá,lara94@example.com,35908354481,2020-09-11,inativo,13554-611
1483,1692362894811800417,92.767.188/0001-81,Caleb Marques,wrodrigues@example.org,87939026173,2022-09-29,inativo,87186-100
1484,7513390095243168786,317.245.936-64,Pedro Lucas Cunha,jcaldeira@example.net,66947244904,2024-12-03,ativo,98089-631
1485,5769375498355153654,27.591.038/0001-43,Marcos Vinicius Moreira,nogueirabryan@example.org,45981082427,2023-08-15,ativo,07550-401
1486,5771374004280221815,14.828.064/0001-59,Yuri Pacheco,fonsecahelena@example.org,89913872731,2021-04-04,inativo,22695-092
1487,5457359413750151492,11.408.599/0001-07,Maria Alice Gonçalves,aparecidalarissa@example.com,98948552048,2020-12-24,pendente,30134-171
1488,1235456262719720105,87.246.967/0001-51,José Miguel Cardoso,nathanmacedo@example.com,99981682959,2022-10-23,inativo,18676-812
1489,1643846918885657329,82.139.087/0001-08,Dr. Davi Luiz Almeida,ana-laura55@example.com,83914160085,2021-06-03,inativo,83314-227
1490,4914438774251458321,63.364.756/0001-21,Diogo Moreira,vda-mata@example.com,53974916082,2021-11-16,ativo,38828-467
1491,1732039801781522537,472.763.391-02,Antônio Peixoto,heloisanascimento@example.net,85993032523,2020-07-21,pendente,74035-775
1492,3276808662701789098,445.424.802-77,Lucas Vargas,davi-luiz95@example.com,55939014513,2020-05-18,inativo,40585-164
1493,4015566989895902045,73.450.854/0001-28,Maria Eduarda Almeida,theosousa@example.org,13925443154,2023-12-19,inativo,92414-046
1494,8907213893830496752,36.815.353/0001-33,Diogo da Cunha,mfonseca@example.net,82980514275,2023-05-16,pendente,53218-964
1495,1450460651626773536,118.530.321-01,Letícia Gonçalves,ravy63@example.net,53929211404,2024-07-14,inativo,03538-084
1496,8489981176544646121,67.277.038/0001-27,Dra. Maria Vitória Ramos,msantos@example.com,48942643792,2024-05-30,ativo,43369-850
1497,9414948252682143008,36.081.668/0001-40,Ana Vitória da Paz,mouramilena@example.com,95938913174,2025-10-20,pendente,99463-217
1498,2667950517653337493,150.596.491-16,Daniela Aparecida,freitasbryan@example.com,79908791080,2023-07-06,ativo,78129-085
1499,3393472369113969495,52.852.715/0001-93,Sr. Apollo Teixeira,rioshenry@example.com,65974044507,2022-03-10,inativo,67317-914
1500,1085929054673998356,30.595.299/0001-36,Emanuelly Farias,pedro-miguelfogaca@example.org,91999904014,2022-09-10,pendente,70531-599
1501,6065170631074179846,720.122.335-83,Alice Sampaio,ninada-cunha@example.com,45972337474,2020-02-28,pendente,82061-781
1502,4149952293355657923,039.228.667-38,Srta. Luara Pastor,imelo@example.org,87964547671,2020-08-13,inativo,84155-644
1503,3271689413613987562,176.052.688-07,Henry Siqueira,bellateixeira@example.org,47944025794,2025-03-07,ativo,17528-363
1504,3209576498655271682,89.891.000/0001-14,Maitê Pimenta,henriquevargas@example.org,79960168576,2020-10-20,ativo,17269-538
1505,9178862740349655558,517.608.272-64,Sra. Emanuelly Pimenta,sampaiogustavo-henrique@example.org,81987603952,2021-03-29,pendente,56207-885
1506,5560924452994131816,339.824.400-35,Lorena Cardoso,joao-pedro36@example.com,35974340716,2023-07-20,inativo,83401-125
1507,3611380229831883623,796.030.412-51,José Peixoto,mcaldeira@example.org,42954740419,2023-05-07,ativo,36484-333
1508,5098404724226277168,15.189.289/0001-19,Matteo Andrade,zoe21@example.org,81907268742,2024-08-29,ativo,20202-162
1509,4019517331670385047,72.769.259/0001-31,Davi Lucas Fonseca,da-cunhakevin@example.net,88901695850,2023-04-15,ativo,36400-692
1510,9805193349732372072,42.159.476/0001-95,Camila Lima,oda-mata@example.org,61968711138,2024-02-14,pendente,79767-750
1511,5249202717459344053,474.685.929-99,Nicolas Câmara,oribeiro@example.net,91932646273,2024-12-22,pendente,61177-418
1512,2188456840975303739,43.704.580/0001-11,Alícia Barbosa,lleao@example.net,79978376450,2023-04-24,pendente,97376-235
